Raw_Name,Standardized_Name,Intercompany,Supplier_Type,Location
HENNCO LLC,Hennco,N,Manufacturer,USA
"Hercules Fence of Maryland, LLC",Hercules Fence of Maryland,N,Service Provider,USA
"HEROLD PRECISION METALS, LLC.",Herold Precision Metals,N,Manufacturer,USA
HEXAGON MANUFACTURING INTELLIGENCE INC,Hexagon Manufacturing Intelligence,N,Manufacturer,Sweden
HIAWATHA METALCRAFT INC,Hiawatha Metalcraft,N,Manufacturer,USA
HILL COUNTRY LIQUIDATORS,Hill Country Liquidators,N,Distributor,USA
768 HILL ELECTRICAL,Hill Electrical,N,Service Provider,USA
HIPOTRONICS,Hipotronics,N,Manufacturer,USA
485 HIRSCH ELECTRIC LLC,Hirsch Electric,N,Service Provider,USA
486 HISHAM MOHAMMAD AL QURAISH EST,Hisham Mohammad Al Quraish Establishment,N,Service Provider,Saudi Arabia
HITACHI ENERGY USA INC,Hitachi Energy Usa,N,Manufacturer,USA
Hitachi Energy,Hitachi Energy Usa,N,Manufacturer,Switzerland
"Hi-Tech Fasteners, Inc.",Hi-Tech Fasteners,N,Distributor,USA
HITLIGHTS,HitLights,N,Manufacturer,USA
HODGES MARINE,Hodges Marine,N,Distributor,USA
Hoist & Crane Repair Inc.,Hoist & Crane Repair,N,Service Provider,USA
HOLDEN STEEL COMPONENTS,Holden Steel Components,N,Manufacturer,USA
"HOPE INDUSTRIAL SYSTEMS, INC.",Hope Industrial Systems,N,Manufacturer,USA
"Hoppecke Batteries, Inc.",Hoppecke Batteries,N,Manufacturer,Germany
488 HOWARD COUNTY PUBLIC SCHOOL,Howard County Public Schools,N,Service Provider,USA
HUBBELL,Hubbell,N,Manufacturer,USA
HUBBELL POWER SYSTEMS INC,Hubbell Power Systems,N,Manufacturer,USA
HUNT ELECTRIC CORPORATION,Hunt Electric,N,Service Provider,USA
"Hunter and Lomison, Inc.",Hunter and Lomison,N,Service Provider,USA
HYPERTHERM INC/OMAX CORPORATON,Hypertherm / OMAX,N,Manufacturer,USA
IC-Bretco LLC,IC-Bretco,Intercompany,Manufacturer,USA
ICC CABLE,ICC Cable,N,Manufacturer,USA
IDC AUTOMATIC LLC,IDC Automatic,N,Service Provider,USA
652 IDEAL ELECTRIC SUPPLY CO,Ideal Electric Supply,N,Distributor,USA
IES SURPLUS,IES Surplus,N,Distributor,USA
IGUS,igus,N,Manufacturer,Germany
IMCDIRECT,IMC Direct,N,Distributor,USA
IMC DIRECT,IMC Direct,N,Distributor,USA
IMPERIAL SUPPLY,Imperial Supplies,N,Distributor,USA
IN STOCK PARTS,In Stock Parts,N,Distributor,USA
INDEECO,Indeeco,N,Manufacturer,USA
INDEECO / ASPEQ Heating Group LLC,Indeeco / Aspeq Heating Group,N,Manufacturer,USA
INDEPENDENT PACKING SERVICES INC,Independent Packing Services,N,Service Provider,USA
INDUCTIVE AUTOMATION LLC,Inductive Automation,N,Manufacturer,USA
"INDUSTRIAL 4 LESS, LLC",Industrial 4 Less,N,Distributor,USA
INDUSTRIAL CONNECTIONS  SOLUTIONS LLC,Industrial Connections Solutions,N,Manufacturer,USA
INDUSTRIAL CONTROL & SUPPLY INC,Industrial Control & Supply,N,Distributor,USA
INDUSTRIAL DIAGNOSTICS,Industrial Diagnostics,N,Service Provider,USA
Industrial Electric Mfg,Industrial Electric Mfg,N,Manufacturer,USA
IER INDUSTRIAL EQUIPMENT RECOVERY,Industrial Equipment Recovery,N,Service Provider,USA
INS - Industrial Networking Solutions,Industrial Networking Solutions,N,Distributor,USA
Industry Corps,Industry Corps,N,Service Provider,USA
INFINITE ELECTRONICS INTERNATIONAL INC,Infinite Electronics International,N,Manufacturer,USA
IRISS INC,Infrared Inspection Safety,N,Manufacturer,USA
INSOURCE SOFTWARE SOLUTIONS INC,Insource Software Solutions,N,Service Provider,USA
INSTRUMART,Instrumart,N,Distributor,USA
INSTRU-MEASURE,Instru-Measure,N,Distributor,USA
INSULATION DISTRIBUTORS INCORPORATED,Insulation Distributors,N,Distributor,USA
PLASTIC DIP MOLDINGS INC/INSULBOOT,InsulBoot,N,Manufacturer,USA
INTEGRATED INDUSTRIAL SUPPLY,Integrated Industrial Supply,N,Distributor,USA
INTEGRATED POWER SERVICES / NATIONAL SWITCHGEAR,Integrated Power Services,N,Service Provider,USA
INTEGRITY ELECTRIC LLC,Integrity Electric,N,Service Provider,USA
intellirent,Intellirent,N,Distributor,USA
IEM,International Electric Machines,N,Manufacturer,USA
International Sports Management,International Sports Management,N,Service Provider,USA
INTERSPAN CANADA,Interspan Canada,N,Service Provider,Canada
INTERTEK,Intertek Group,N,Service Provider,United Kingdom
IPG Photonics Corporation,IPG Photonics,N,Manufacturer,USA
"IRISS, INC.",Iriss,N,Manufacturer,USA
IRON BOX,Iron Box,N,Manufacturer,USA
J & S CIRCUIT BREAKERS INC.,J & S Circuit Breakers,N,Distributor,USA
J&J INDUSTRIAL SUPPLY,J&J Industrial Supply,N,Distributor,USA
J&P ELECTRICAL CO,J&P Electrical,N,Distributor,USA
J.G. Edelen Co. Inc,J.G. Edelen,N,Distributor,USA
JACOB STEPHEN,Jacob Stephen,N,Individual,Unknown
JAGG Electrical and Control,JAGG Electrical and Control,N,Manufacturer,USA
Jamey Rill,Jamey Rill,N,Individual,USA
JASON EDWARD WITT,Jason Edward Witt,N,Individual,USA
JASON RIDGELY,Jason Ridgely,N,Individual,USA
JASON WILLNER,Jason Willner,N,Individual,USA
"Jaymie Scotto and Associates, LLC",Jaymie Scotto & Associates,N,Service Provider,USA
JCL Energy,JCL Energy,N,Distributor,USA
JE RICHARD,JE Richard,N,Service Provider,USA
495 JE RICHARDS ELECTRIC,JE Richards Electric,N,Service Provider,USA
JEFF KUEBEL,Jeff Kuebel,N,Individual,USA
JEM SECURITY,JEM Security,N,Service Provider,USA
JERRY BITTNER,Jerry Bittner,N,Individual,USA
JERRY POST,Jerry Post,N,Individual,USA
Jetway Computer,Jetway Computer,N,Manufacturer,USA
JHP fastners,JHP Fasteners,N,Distributor,USA
"JIANGSU DIETAO TRADING CO.,LTD","Jiangsu Dietao Trading Co.,Ltd",N,Distributor,China
JIMMY FRANK,Jimmy Frank,N,Individual,USA
JIMMY PHELPS,Jimmy Phelps,N,Individual,USA
JIMPSOLUTIONS LLC,Jimpsolutions,N,Service Provider,USA
498 JM LIPPA ELECTRICAL CO,JM Lippa Electrical,N,Service Provider,USA
499 JM MULLEN ELECTRIC SERVICES,JM Mullen Electric Services,N,Service Provider,USA
JMAC SUPPLY CORP,JMAC Supply,N,Distributor,USA
JME INC % TMB,JME,N,Distributor,USA
JOE DONALD CALLAHAN,Joe Donald Callahan,N,Individual,USA
JOEL DANIEL,Joel Daniel,N,Individual,USA
JOEL DANIEL BROWN,Joel Daniel Brown,N,Individual,USA
LEACH JOHN ALLEN,John Allen Leach,N,Individual,USA
1113 john blemel,John Blemel,N,Individual,USA
JOHN DAIGLE,John Daigle,N,Individual,USA
JOHN DUVALL,John Duvall,N,Individual,USA
JOHN GILES,John Giles,N,Individual,USA
JOHN HENRY FOSTER,John Henry Foster,N,Distributor,USA
JOHN HUTCHERSON,John Hutcherson,N,Individual,USA
JOHN KEEPERS,John Keepers,N,Individual,USA
JOHN MOLESTATORE,John Molestatore,N,Individual,USA
JOHN VODEN,John Voden,N,Individual,USA
Johnson Plastics,Johnson Plastics Plus,N,Distributor,USA
JORGE GREWE,Jorge Grewe,N,Individual,Unknown
JORGE WILLIAM,Jorge William,N,Individual,Unknown
JORGE ZAMUDIO,Jorge Zamudio,N,Individual,Unknown
JOSEPH LAWRENCE,Joseph Lawrence,N,Individual,Unknown
JOSEPH O'CONNOR,Joseph O'Connor,N,Individual,Unknown
"Joseph T. Ryerson & Son, Inc.",Joseph T. Ryerson & Son,N,Distributor,USA
JOSEPH WALTER,Joseph Walter,N,Individual,Unknown
833 Joseph Wendel,Joseph Wendel,N,Individual,Unknown
JOSHUA CHRISTOPHER,Joshua Christopher,N,Individual,Unknown
JOSHUA METZLER,Joshua Metzler,N,Individual,Unknown
Jotform,Jotform,N,Service Provider,USA
JRL ELECTRICAL SUPPLY,JRL Electrical Supply,N,Distributor,USA
JST Power Equipment,JST Power Equipment,N,Manufacturer,USA
"JST POWER EQUIPMENT, INC.",JST Power Equipment,N,Manufacturer,USA
JULIO JIRON,Julio Jiron,N,Individual,Unknown
JUSTIN LEE,Justin Lee,N,Individual,Unknown
JUSTIN  MATHEW,Justin Mathew,N,Individual,Unknown
JW ELECTRICAL SUPPLY,JW Electrical Supply,N,Distributor,USA
JW WINCO,JW Winco,N,Manufacturer,USA
K&K INTERNATIONAL INC,K&K International,N,Distributor,USA
Kegan Engineering Group PLLC,Kegan Engineering Group,N,Service Provider,USA
KEITH KICK,Keith Kick,N,Individual,Unknown
KEITH SIGLER,Keith Sigler,N,Individual,Unknown
KEITH WOODS,Keith Woods,N,Individual,Unknown
KELE,Kele,N,Distributor,USA
504 KELLY ELECTRIC,Kelly Electric,N,Service Provider,USA
KELLY ELECTRIC,Kelly Electric,N,Service Provider,USA
Kelly Generator & Equipment Inc.,Kelly Generator & Equipment,N,Distributor,USA
"Kelly Generator & Equipment, Inc.",Kelly Generator & Equipment,N,Distributor,USA
822 KELLY HVAC INC,Kelly HVAC,N,Service Provider,USA
KEN GIFFORD,Ken Gifford,N,Individual,Unknown
KENNETH PETER SIEMASKO,Kenneth Peter Siemasko,N,Individual,Unknown
KENT ELECTRICAL SUPPLY,Kent Electrical Supply,N,Distributor,USA
KENT INDUSTRIES INCORPORATED,Kent Industries,N,Manufacturer,USA
KEVIN MICHAEL BROWN JR,Kevin Michael Brown Jr,N,Individual,Unknown
Keyence,Keyence,N,Manufacturer,Japan
KEYENCE CORPORATION OF AMERICA,Keyence,N,Manufacturer,USA
KIM CONTROLS,Kim Controls,N,Distributor,USA
KIRK KEY INTERLOCK CO LLC,Kirk Key Interlock,N,Manufacturer,USA
KIRK KEY INTERLOCK COMPANY LLC,Kirk Key Interlock,N,Manufacturer,USA
KIRK KEY,Kirk Key Interlock,N,Manufacturer,USA
KM PARTS,KM Parts,N,Distributor,USA
KNOBELSDORFF ENTERPRISES INC,Knobelsdorff Enterprises,N,Service Provider,USA
507 KOLB ELECTRIC,Kolb Electric,N,Service Provider,USA
KOMAX,Komax,N,Manufacturer,Switzerland
688 KPE LLC,KPE,N,Service Provider,USA
KRIS WHITEHURST,Kris Whitehurst,N,Individual,USA
KRIS-TECH WIRE,Kris-Tech Wire,N,Manufacturer,USA
KYLE SCHULER,Kyle Schuler,N,Individual,USA
La Marche MFG,La Marche MFG,N,Manufacturer,USA
LaFORCE HOLDINGS LLC,Laforce Holdings,N,Distributor,USA
LAKELAND ENGINEERING EQUIPMENT COMPANY,Lakeland Engineering Equipment,N,Distributor,USA
LAKEVIEW INDUSTRIES,Lakeview Industries,N,Manufacturer,USA
LAMPSON INTERNATIONAL LLC,Lampson International,N,Service Provider,USA
LANCE CROSS,Lance Cross,N,Individual,USA
LANCO CONTACTS,Lanco Contacts,N,Manufacturer,USA
LARSON ELECTRONICS LLC,Larson Electronics,N,Manufacturer,USA
"Laserfab, Co LLC",Laserfab,N,Service Provider,USA
"Laservision USA, LP",Laservision USA,N,Manufacturer,USA
INFINITE ELECTRONICS INC - L-COM,L-com,N,Manufacturer,USA
LECTRIC CONNECTION,Lectric Connection,N,Distributor,USA
LED Lighting Space,LED Lighting Space,N,Distributor,USA
LED SUPPLY CO,LED Supply,N,Distributor,USA
LEE  THOMPSON,Lee Thompson,N,Individual,USA
LEFTOVER ELECTRIC (FLORIDA),Leftover Electric (Florida),N,Distributor,USA
Legacy Power Products LLC,Legacy Power Products,N,Manufacturer,USA
"LEL International, Inc.",LEL International,N,Distributor,USA
Lenovo,Lenovo Group,N,Manufacturer,China
LESCO INC,Lesco,N,Manufacturer,USA
LEWIE WENTZ,Lewie Wentz,N,Individual,USA
1124 LIGHTNING ELECTRIC,Lightning Electric,N,Service Provider,USA
512 LIMBACH COMPANY LLC,Limbach Company,N,Service Provider,USA
LINDENMEYR MUNROE,Lindenmeyr Munroe,N,Distributor,USA
Lindsey Manufacturing Co,Lindsey Manufacturing,N,Manufacturer,USA
Lindsey Systems,Lindsey Systems,N,Manufacturer,USA
513 LIVE WIRE COMMUNICATIONS,Live Wire Communications,N,Service Provider,USA
708 LOCKE SUPPLY CO,Locke Supply,N,Distributor,USA
708:1 LOCKE SUPPLY CO : LOCKE SUPPLY CO : RICHMOND,Locke Supply,N,Distributor,USA
LOGAN PASS CONSTRUCTION,Logan Pass Construction,N,Service Provider,USA
LONE STAR ELECTRIC SUPPLY,Lone Star Electric Supply,N,Distributor,USA
LONESTAR ELECTRIC SUPPLY,Lonestar Electric Supply,N,Distributor,USA
LOTUS MANUFACTURING,Lotus Manufacturing,N,Manufacturer,USA
LS ELECTRIC AMERICA INC,LS Electric America,N,Manufacturer,USA
LS ELECTRIC AMERICA,LS Electric America,N,Manufacturer,USA
LUBE-TECH & PARTNERS LLC,Lube-Tech & Partners,N,Distributor,USA
Lynnes Welding Training Inc,Lynnes Welding Training,N,Service Provider,USA
M&J ELECTRICAL SUPPLY INC,M&J Electrical Supply,N,Distributor,USA
M&M CONTROL SERVICE INC,M&M Control Service,N,Distributor,USA
M&M MANUFACTURING INC,M&M Manufacturing,N,Manufacturer,USA
523 MC DEAN,M.C. Dean,N,Service Provider,USA
MAB & ASSOCIATES,MAB & Associates,N,Service Provider,USA
MACHINE TOOL TECHNOLOGIES INC,Machine Tool Technologies,N,Service Provider,USA
Mac-Tech,Mac-Tech,N,Distributor,USA
"MADDOX INDUSTRIAL TRANSFORMER, LLC",Maddox Industrial Transformer,N,Manufacturer,USA
MADDOX INDUSTRIAL TRANSFORMER,Maddox Industrial Transformer,N,Manufacturer,USA
MAG-TROL DISTRIBUTORS INC,Mag-Trol Distributors,N,Distributor,USA
MAINE INDUSTRIAL P&R CORP,Maine Industrial P&R,N,Service Provider,USA
MAINTAINX INC,MaintainX,N,Service Provider,USA
MaintainX Inc,MaintainX,N,Service Provider,USA
1014 MALONEY AIRE,Maloney Aire,N,Service Provider,USA
517 MALSTROM ELECTRICAL,Malstrom Electrical,N,Service Provider,USA
"MANY CIRCUIT BREAKERS, INC",Many Circuit Breakers,N,Distributor,USA
MAPLE SYSTEMS,Maple Systems,N,Manufacturer,USA
MARA INDUSTRIAL,Mara Industrial,N,Distributor,USA
518 MARANTO ELECTRICAL CONSTRUCTION,Maranto Electrical Construction,N,Service Provider,USA
"MAR-BAL, INC",Mar-Bal,N,Manufacturer,USA
MARCO SANDBLASTING,Marco Sandblasting,N,Service Provider,USA
MARK ANTHONY,Mark Anthony,N,Individual,USA
MARK MILLER,Mark Miller,N,Individual,USA
Marsh and McLennan Agency,Marsh & McLennan Agency,N,Service Provider,USA
MARTIN CALIBRATION INC,Martin Calibration,N,Service Provider,USA
MARUSON TECHNOLOGY CORP,Maruson Technology,N,Manufacturer,USA
MASTER ELECTRONICS,Master Electronics,N,Distributor,USA
521 MASTERS ELECTRIC INC,Masters Electric,N,Service Provider,USA
MATE PRECISION TOOLING,Mate Precision Technologies,N,Manufacturer,USA
MATE PRECISION TECHNOLOGIES,Mate Precision Technologies,N,Manufacturer,USA
MATHESON PAINTING INC,Matheson Painting,N,Service Provider,USA
MATHEW BEARD,Mathew Beard,N,Individual,USA
MATRIX FINISHING- MID ATLANTIC LLC,Matrix Finishing- Mid Atlantic,N,Service Provider,USA
MATS INC,Mats,N,Manufacturer,USA
MATT MILLER,Matt Miller,N,Individual,USA
MATTHEW JACOB,Matthew Jacob,N,Individual,USA
MATTHEW M GOLADAY,Matthew M Goladay,N,Individual,USA
MAURICE ELECTRIC SUPPLY CO,Maurice Electric Supply,N,Distributor,USA
658 MAURICE ELECTRIC SUPPLY CO.,Maurice Electric Supply,N,Distributor,USA
658:3 MAURICE ELECTRIC SUPPLY CO. : MAURICE ELECTRIC - LANDOVER,Maurice Electric Supply,N,Distributor,USA
658:5 MAURICE ELECTRIC SUPPLY CO. : MAURICE ELECTRIC - ANNAPOLIS,Maurice Electric Supply,N,Distributor,USA
658:6 MAURICE ELECTRIC SUPPLY CO. : MAURICE ELECTRIC - BELTSVILLE,Maurice Electric Supply,N,Distributor,USA
658:7 MAURICE ELECTRIC SUPPLY CO. : MAURICE ELECTRIC SUPPLY CO-FAIRFAX,Maurice Electric Supply,N,Distributor,USA
658:9 MAURICE ELECTRIC SUPPLY CO. : MAURICE ELECTRIC SUPPLY CO.-FREDERICK,Maurice Electric Supply,N,Distributor,USA
658:10 MAURICE ELECTRIC SUPPLY CO. : MAURICE ELECTRIC SUPPLY CO. JOPPA,Maurice Electric Supply,N,Distributor,USA
658:1 MAURICE ELECTRIC SUPPLY CO. : MAURICE ELECTRIC - WASHINGTON DC,Maurice Electric Supply,N,Distributor,USA
658:4 MAURICE ELECTRIC SUPPLY CO. : MAURICE ELECTRIC - GAITHERSBURG,Maurice Electric Supply,N,Distributor,USA
MAURICE J EVRA,Maurice J Evra,N,Individual,USA
MAURY REDDINGER,Maury Reddinger,N,Individual,USA
MAVERICK INDUSTRIAL SALES,Maverick Industrial Sales,N,Distributor,USA
522 MAX ELECTRICAL CONSTRUCTION,Max Electrical Construction,N,Service Provider,USA
Maxim Crane Works,Maxim Crane Works,N,Service Provider,USA
MAXODEALS.COM,MaxoDeals,N,Distributor,Netherlands
MAZAK OPTONICS CORP,Mazak Optonics,N,Manufacturer,Japan
MAZZELLA COMPANIES,Mazzella Companies,N,Manufacturer,USA
MC MACHINERY SYSTEMS INC,MC Machinery Systems,N,Manufacturer,USA
MC WARNER CONTRACTING INC,MC Warner Contracting,N,Service Provider,USA
MCC ELECTRICAL SUPPLY CORP,MCC Electrical Supply,N,Distributor,USA
695 MCINTYRE'S ELECTRICAL SERVICE,McIntyre's Electrical Service,N,Service Provider,USA
MCMASTER-CARR SUPPLY COMPANY,Mcmaster-Carr Supply,N,Distributor,USA
MCMASTER CARR,Mcmaster-Carr Supply,N,Distributor,USA
MCNICHOLS COMPANY,McNichols,N,Distributor,USA
MD ELECTRICAL SUPPLIES,MD Electrical Supplies,N,Distributor,USA
MDK CIRCUIT BREAKERS,MDK Circuit Breakers,N,Distributor,USA
MEASURLOGIC INC,Measurlogic,N,Manufacturer,USA
MECHATRONIC SOLUTIONS,Mechatronic Solutions,N,Distributor,USA
MEGA DEOT,Mega Depot,N,Distributor,USA
MEGGER,Megger Usa,N,Manufacturer,USA
MEISTER INTERNATIONAL LLC,Meister International,N,Distributor,USA
MENNEKES ELECTRICAL PRODUCTS,Mennekes Electrical Products,N,Manufacturer,Germany
MERSEN USA EP CORP,Mersen Usa Electrical Protection,N,Manufacturer,USA
METPLAS INC,Metplas,N,Manufacturer,USA
MEYER BORGMAN & JOHNSON,Meyer Borgman & Johnson,N,Service Provider,USA
MG LASER INC,MG Laser,N,Service Provider,USA
MG NEWELL,MG Newell,N,Distributor,USA
MGA HARDWARE ELECTRIC INC,MGA Hardware Electric,N,Distributor,USA
527 MGM ELECTRICAL SYSTEM,MGM Electrical System,N,Manufacturer,USA
MGM TRANSFORMER,MGM Transformer,Intercompany,Manufacturer,USA
MGM TRANSFORMER COMPANY,MGM Transformer,Intercompany,Manufacturer,USA
MIAMI BREAKER INC,Miami Breaker,N,Manufacturer,USA
MICHAEL HOMANN,Michael Homann,N,Individual,Unknown
MICHAEL JEFFREY WILLIAM,Michael Jeffrey William,N,Individual,Unknown
MICHAEL JONES,Michael Jones,N,Individual,Unknown
MICHAEL PATRICK,Michael Patrick,N,Individual,Unknown
Michael  Thompson,Michael Thompson,N,Individual,Unknown
MID ATLANTIC MACHINERY,Mid Atlantic Machinery,N,Distributor,USA
528 MID ATLANTIC POWER SPECIALISTS INC,Mid Atlantic Power Specialists,N,Service Provider,USA
Mid-Atlantic Rugged Systems,Mid-Atlantic Rugged Systems,N,Distributor,USA
MIDWEST OVERHEAD CRANE CORPORATION,Midwest Overhead Crane,N,Service Provider,USA
MIDWEST RUBBER SERVICE AND SUPPLY,Midwest Rubber Service and Supply,N,Distributor,USA
MIDWEST SEMI,Midwest Semi,N,Distributor,USA
MIDWEST SWGR,Midwest Switchgear,N,Distributor,USA
MIDWEST SYSTEMS INC,Midwest Systems,N,Distributor,USA
Mighty Hook,Mighty Hook,N,Manufacturer,USA
MIKE BRABSON,Mike Brabson,N,Individual,Unknown
MIKE MCATEER,Mike McAteer,N,Individual,USA
Mike Say,Mike Say,N,Individual,USA
MIKE WILSON,Mike Wilson,N,Individual,USA
MIKE'S MERCHANDISE,Mike's Merchandise,N,Distributor,USA
MILE HIGH BREAKERS,Mile High Breakers,N,Distributor,USA
MILLENNIUM PRINTING & GRAPHICS,Millennium Printing & Graphics,N,Service Provider,USA
714:1 MILLER ELECTRIC COMPANY : MILLER ELECTRIC - RICHMOND OFFICE,Miller Electric Company,N,Service Provider,USA
MILLER METALS FABRICATION INC,Miller Metals Fabrication,N,Manufacturer,USA
1132 MILLIAMP COMPANY,Milliamp,N,Distributor,USA
529 MILTON ELECTRIC CO,Milton Electric,N,Service Provider,USA
MINERVA POMPA,Minerva Pompa,N,Individual,USA
MINNESOTA GUTTERS INC,Minnesota Gutters,N,Service Provider,USA
MINNESOTA OFFICE FURNITURE LLC,Minnesota Office Furniture,N,Distributor,USA
MINNESOTA WATERJET INC,Minnesota Waterjet,N,Manufacturer,USA
MINOR RUBBER CO INC,Minor Rubber,N,Manufacturer,USA
MINRAM DEONARAIN,Minram Deonarain,N,Individual,USA
MIT POWDER COATINGS,MIT Powder Coatings,N,Service Provider,USA
MITCHELL CHRISTOPHER,Mitchell Christopher,N,Individual,USA
ML ELECTRICAL EQUIPMENT,ML Electrical Equipment,N,Distributor,USA
530 ML SMITH ELECTRIC INC,ML Smith Electric,N,Service Provider,USA
MOBILE RADIO ENGINEERING INC,Mobile Radio Engineering,N,Service Provider,USA
MOLDED DEVICES OF TEXAS INC,Molded Devices of Texas,N,Manufacturer,USA
531 MONA ELECTRIC GROUP  INC / ARCHKEY,Mona Electric Group  / Archkey,N,Service Provider,USA
MONSTER ELECTRICAL INC,Monster Electrical,N,Distributor,USA
MONSTER ELECTRICAL,Monster Electrical,N,Distributor,USA
533 MONTGOMERY COUNTY PUBLIC SCHOOL,Montgomery County Public Schools,N,Service Provider,USA
MONTI INC,Monti,N,Manufacturer,USA
MOORE ELECTRICAL CONTROL,Moore Electrical Control,N,Manufacturer,USA
30 MORRIS HOMES LLC,Morris Homes,N,Service Provider,USA
Morris Industrial Products,Morris Industrial Products,N,Distributor,USA
MOST ELECTRIC,Most Electric,N,Service Provider,USA
MOTION INDUSTRIES,Motion Industries,N,Distributor,USA
"Motor-Services Hugo Stamp, Inc.",Motor-Services Hugo Stamp,N,Service Provider,USA
MOUSER ELECTRONICS INC,Mouser Electronics,N,Distributor,USA
Mouser Electronics - do not use,Mouser Electronics,N,Distributor,USA
MOUSER ELECTRONICS,Mouser Electronics,N,Distributor,USA
MOXA.COM,Moxa,N,Manufacturer,Taiwan
MPR TOOLS AND EQUIPMENT,MPR Tools & Equipment,N,Distributor,USA
MR BREAKER,Mr Breaker,N,Distributor,USA
534 MR ELECTRICIANS,Mr Electricians,N,Service Provider,USA
MRO GLOBAL,MRO Global,N,Distributor,USA
"MRO SUPPLY, INC",MRO Supply,N,Distributor,USA
SID TOOL CO INC,MSC Industrial Supply,N,Distributor,USA
MSC Industrial Supply Co,MSC Industrial Supply,N,Distributor,USA
MSC INDUSTRIAL SUPPLY CO,MSC Industrial Supply,N,Distributor,USA
MUELLER INC,Mueller,N,Manufacturer,USA
MUHAMMAD ADNAN (RASHEED),Muhammad Adnan (Rasheed),N,Individual,Unknown
MULTICAST INC,Multicast,N,Service Provider,USA
Multivista Construction Documentation,Multivista Construction Doc,N,Service Provider,USA
Murphy Enterprises of Alabama inc.,Murphy Enterprises of Alabama,N,Service Provider,USA
MV BREAKERS,MV Breakers,N,Distributor,USA
MVJ CIRCUIT BREAKERS INC,MVJ Circuit Breakers,N,Distributor,USA
NATIONAL BAND AND TAG COMPANY,National Band & Tag,N,Manufacturer,USA
536 NATIONAL HVAC SERVICE,National HVAC Service,N,Service Provider,USA
NATIONAL PRECISION,National Precision,N,Distributor,USA
"National Switchgear Systems, Inc.",National Switchgear Systems,N,Service Provider,USA
National Tank Outlet,National Tank Outlet,N,Distributor,USA
NATIONWIDE ELECTRIC SUPPLY,Nationwide Electric Supply,N,Distributor,USA
NAVICO GROUP AMERICAS LLC,Navico Group Americas,N,Manufacturer,USA
NC INDUSTRIAL SUPPLY LLC,NC Industrial Supply,N,Distributor,USA
537 NCORE GROUP LLC,Ncore Group,N,Service Provider,USA
NEFCO CORPORATION,NEFCO,N,Distributor,USA
NEIL LEARY,Neil Leary,N,Individual,USA
Nelson Electric,Nelson Electric,N,Manufacturer,USA
NELSON J STEPHEN ANDREW,Nelson J Stephen Andrew,N,Individual,USA
NELSON STUD WELDING,Nelson Stud Welding,N,Manufacturer,USA
NEOBITS INC,Neobits,N,Distributor,USA
NEOTON TECHNOLOGIES,Neoton Technologies,N,Service Provider,USA
NETFORKS,Netforks,N,Distributor,USA
NEVADA DISTRIBUTION AND CONTROL,Nevada Distribution & Control,N,Distributor,USA
538 NEW SPECTRUM ELECTRIC,New Spectrum Electric,N,Service Provider,USA
NEWARK,Newark Electronics,N,Distributor,USA
NEWARK CORPORATION,Newark Electronics,N,Distributor,USA
NEXAMP,Nexamp,N,Service Provider,USA
NEXGENCAM LLC,NexGenCAM,N,Service Provider,USA
Nexus Metal and Alloys,Nexus Metal and Alloys,N,Manufacturer,India
NICHOLAS CHARLES REEDY,Nicholas Charles Reedy,N,Individual,USA
539 NICHOLS POWER SYSTEMS CO,Nichols Power Systems,N,Service Provider,USA
Nicholson Masonry @ Improvements,Nicholson Masonry & Improvements,N,Service Provider,USA
NICK GARNER,Nick Garner,N,Individual,USA
NICK NEARY,Nick Neary,N,Individual,USA
NICO PRODUCTS INC.,Nico Products,N,Service Provider,USA
"NJ SULLIVAN COMPANY, INC",NJ Sullivan Company,N,Manufacturer,USA
NOHL CORPORATION,Nohl,N,Manufacturer,USA
"NORBERG-IES, LLC",Norberg-IES,N,Distributor,USA
NorbergIES LLC,Norberg-IES,N,Distributor,USA
NORM ROCKWELL III,Norm Rockwell III,N,Individual,USA
540 NORTH AMERICAN ELECTRIC INC,North American Electric,N,Manufacturer,USA
NORTH AMERICAN SWITCHGEAR INC,North American Switchgear,N,Distributor,USA
NORTHERN MECHANICAL CONTRACTORS LLC,Northern Mechanical Contractors,N,Service Provider,USA
NORTHERN POWER EQUIPMENT LLC,Northern Power Equipment,N,Distributor,USA
Nova Power Systems,Nova Power Systems,N,Manufacturer,USA
NRI INDUSTRIAL SALES,NRI Industrial Sales,N,Distributor,Canada
NU TEK SALES,Nu Tek Sales,N,Distributor,USA
"Nuts, Bolts & More","Nuts, Bolts & More",N,Distributor,USA
nVent ERICO,nVent ERICO,N,Manufacturer,USA
nVent ILSCO,nVent ILSCO,N,Manufacturer,USA
NVISION ARCHITECTURE,nVision Architecture,N,Service Provider,USA
OIL Lube Equipment LLC,Oil Lube Equipment,N,Distributor,USA
OK SALES INC,OK Sales,N,Distributor,USA
"O'Leary Asphalt, Inc.",O'Leary Asphalt,N,Service Provider,USA
OLSEN CHAIN AND CABLE CO INC,Olsen Chain and Cable,N,Manufacturer,USA
OLSUN ELECTRIC CORPORATION,Olsun Electric,N,Manufacturer,USA
"Omni Cable, LLC",OmniCable,N,Distributor,USA
OMNICAL GLOBAL ELECTRICAL,Omnical Global Electrical,N,Distributor,Netherlands
ONECLICK WAREHOUSE,OneClick Warehouse,N,Distributor,USA
ONEMONROE INC,OneMonroe,N,Manufacturer,USA
