Item_ID,Raw_Description,Category,Sub_Category,Category_Level_1,Category_Level_2,Category_Level_3,analysis_type,extraction_confidence,spec_type,spec_amps,spec_voltage,spec_phase,spec_poles,spec_kaic,spec_frame,spec_kva,spec_gauge,spec_nema,RawMat_Finish,RawMat_Thickness,RawMat_Width,RawMat_Length,RawMat_UoM,RawMat_Weight_Lbs,voltage_inferred,Canonical_Group_ID,Canonical_Name
3566635,"Safety costs (PPE, training, etc)",,,MRO & Indirect,Tools & Equipment,PPE,ai_categorization,0.95,,,,,,,,,,,,,,,,,False,4550,"Safety costs (PPE, training, etc)"
3566837,Consumables,,,MRO & Indirect,Office & Administrative,Consumables,ai_categorization,0.9,,,,,,,,,,,,,,,,,False,2015,Consumables
3566938,Consumables,,,MRO & Indirect,Office & Administrative,Consumables,ai_categorization,0.9,,,,,,,,,,,,,,,,,False,2015,Consumables
3566940,Consumables,,,MRO & Indirect,Office & Administrative,Consumables,ai_categorization,0.9,,,,,,,,,,,,,,,,,False,2015,Consumables
3567044,"Safety costs (PPE, training, etc)",,,MRO & Indirect,Tools & Equipment,PPE,ai_categorization,0.95,,,,,,,,,,,,,,,,,False,4550,"Safety costs (PPE, training, etc)"
3567064,"ANORD MARDIX 21 CKT 100A solid core CT strips with 1"" C-C SPACING FLOATING STRIP SPLIT CORE CT",,,Electrical Components,Metering & Sensing,Power Meters,ai_extraction,0.8,CT Strip,100.0,,,,,,,,,,,,,,,False,1361,"ANORD MARDIX 21 CKT 100A solid core CT strips with 1"" C-C SPACING FLOATING STRIP SPLIT CORE CT"
3567165,ANORD MARDIX CORE MODULE 90-300VAC L-N 50/60HZ (COMBINED SENSING & POWER SUPPLY INPUT),,,Electrical Components,Metering & Sensing,Power Meters,ai_extraction,0.8,Module,,90-300VAC,,,,,,,,,,,,,,False,1362,Anord Mardix Core Module 90-300Vac L-N 50/60Hz (Combined Sensing & Power Supply Input)
3567366,Warehouse Tools & Equipment,,,MRO & Indirect,Tools & Equipment,Hand Tools,ai_categorization,0.7,,,,,,,,,,,,,,,,,False,5869,Warehouse Tools & Equipment
3567376,GUAGE 16 GALVANIZED STEEL 8'X4' SHEET,,,Raw Materials,Steel Products,Galvanized Sheet,regex_extraction,0.85,,,,,,,,,,,Galvanized,0.0598,4.0,144.0,IN,9.78,False,3511,Guage 16 Galvanized Steel 8'X4' Sheet
3567377,EATON HOA COVER CONTROL KIT,,,Enclosures & Hardware,Doors & Covers,Cover Plates,ai_categorization,0.85,,,,,,,,,,,,,,,,,False,15383,Eaton Hoa Cover Control Kit
3567681,"SQD: PowerPact H Frame, 3P 100A 80% Rated, 65kA @480VAC, Trip Unit Type: Electronic Standard, Micrologic 3.2S Trip Unit - LSI",,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,MCCB,100.0,480VAC,,3.0,65.0,H,,,,,,,,,,False,15384,"SQD: PowerPact H Frame, 3P 100A 80% Rated, 65kA @480VAC, Trip Unit Type: Electronic Standard, Micrologic 3.2S Trip Unit - LSI"
3567684,FUSE HOLDER: 2P 10X38MFH 30A 600V CLASS CC INDICATOR,,,Circuit Protection,Fuses & Disconnects,Fuse Holders,regex_extraction,0.9,Fuse,30.0,600VAC,,2.0,,,,,,,,,,,,False,2737,Fuse Holder: 2P 10X38Mfh 30A 600V Class Cc Indicator
3567791,"SQD: PowerPact J Frame, 3P 250A 80% Rated, 65kA @480VAC, Trip Unit Type: Electronic Standard, Micrologic 3.2S Trip Unit - LSI",,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,MCCB,250.0,480VAC,,3.0,65.0,J,,,,,,,,,,False,5609,"SQD: PowerPact J Frame, 3P 250A 80% Rated, 65kA @480VAC, Trip Unit Type: Electronic Standard, Micrologic 3.2S Trip Unit - LSI"
3567792,ABB: XT5H 600 E.DIP LSI 600 3P UL100 WT. PADLOCK IN OPEN POSITION,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,MCCB,600.0,,,3.0,,XT5,,,,,,,,,,True,1198,Abb: Xt5H 600 E.Dip Lsi 600 3P Ul100 Wt. Padlock In Open Position
3567897,STEGO: 150W 120/240VAC NC OPEN ON RISE HEATER,,,MRO & Indirect,Facilities,HVAC,ai_categorization,0.85,,,,,,,,,,,,,,,,,False,5665,Stego: 150W 120/240Vac Nc Open On Rise Heater
3568200,"SQD: NF454L6C PANELBOARD INTERIOR, NF, MAIN LUGS, 600A, CU BUS, 54 POLE SPACES, 3 PHASE, 4 WIRE, 600Y/347 VAC MAX",,,Switchgear & Distribution,Low Voltage Switchgear,Panelboards,regex_extraction,0.9,Panelboard,600.0,347VAC,3.0,,,,,,,,,,,,,False,5598,"Sqd: Nf454L6C Panelboard Interior, Nf, Main Lugs, 600A, Cu Bus, 54 Pole Spaces, 3 Phase, 4 Wire, 600Y/347 Vac Max"
3568201,ABB CRADLE E2.2-A W FP IU=2000 3P HR HR UL,,,Circuit Protection,Breaker Accessories,Mounting Kits,ai_extraction,0.8,Accessory,2000.0,,,3.0,,E2.2-A,,,,,,,,,,False,930,Abb Cradle E2.2-A W Fp Iu=2000 3P Hr Hr Ul
3568203,"ABB E6.2V-A 4000 EKIP HI-TOUCH LSIG 3P WMP YO E1.2..E6.2 24 V AC/DC, ZEASA YC E1.2..E6.2 110-120 V AC/DC, ZEACE M E2.2...E6.2 100-130 V AC/DC, ZEBM4 AUX 6Q 400 V E2.2…E6.2 S51 250V E2.2...E6.2, ZEBBA PLC E2.2..E6.2 padlocks in open position D=7mm, ZEBPLC7 MOC E2.2..E6.2, ZEBMOC Sealable trip unit cover, ZEBSTUC Ekip Supply 24-48VDC, ZEAPWRSD Ekip Com Modbus TCP E1.2..E6.2, ZEAMODTCP Ekip 2K-3 E1.2...E6.2, ZEB2K3 Bluetooth disabled ExCo NON DEFEATABLE I PROTECTION E1.2...E6.2",,,Circuit Protection,Low Voltage Breakers,ACB,ai_extraction,0.8,ACB,4000.0,400V,,3.0,,E6.2,,,,,,,,,,False,940,"ABB E6.2V-A 4000 EKIP HI-TOUCH LSIG 3P WMP YO E1.2..E6.2 24 V AC/DC, ZEASA YC E1.2..E6.2 110-120 V AC/DC, ZEACE M E2.2...E6.2 100-130 V AC/DC, ZEBM4 AUX 6Q 400 V E2.2…E6.2 S51 250V E2.2...E6.2, ZEBBA PLC E2.2..E6.2 padlocks in open position D=7mm, ZEBPLC7 MOC E2.2..E6.2, ZEBMOC Sealable trip unit cover, ZEBSTUC Ekip Supply 24-48VDC, ZEAPWRSD Ekip Com Modbus TCP E1.2..E6.2, ZEAMODTCP Ekip 2K-3 E1.2...E6.2, ZEB2K3 Bluetooth disabled ExCo NON DEFEATABLE I PROTECTION E1.2...E6.2"
3568204,"ABB: SACE EMAX2 E2.2S-A 1600 UL DRAWOUT MANUALLY OPE. 3P WITH TERMINALS REAR VERTICAL AND SOLID-STATE RELEASE IN AC EKIP/HI-TOUCH-LSIG R 1200 WITH: 4 AUXILIARY CONTACT AND 250V BELL ALRAM CONTACT, WITH ZEB2K3, PBC 7MM PL & KIRK KEY PROVISION, MODBUS TCP COMMS.",,,Circuit Protection,Low Voltage Breakers,ACB,ai_extraction,0.8,ACB,1200.0,250V,,3.0,,E2.2,,,,,,,,,,True,1126,"Abb: Sace Emax2 E2.2S-A 1600 Ul Drawout Manually Ope. 3P With Terminals Rear Vertical And Solid-State Release In Ac Ekip/Hi-Touch-Lsig R 1200 With: 4 Auxiliary Contact And 250V Bell Alram Contact, With Zeb2K3, Pbc 7Mm Pl & Kirk Key Provision, Modbus Tcp Comms."
3568206,"ABB E6.2V-A 4000 EKIP HI-TOUCH LSIG 3P WMP YO E1.2..E6.2 24 V AC/DC, ZEASA YC E1.2..E6.2 110-120 V AC/DC, ZEACE M E2.2...E6.2 100-130 V AC/DC, ZEBM4 AUX 6Q 400 V E2.2…E6.2 S51 250V E2.2...E6.2, ZEBBA PLC E2.2..E6.2 padlocks in open position D=7mm, ZEBPLC7 MOC E2.2..E6.2, ZEBMOC Sealable trip unit cover, ZEBSTUC Ekip Supply 24-48VDC, ZEAPWRSD Ekip Com Modbus TCP E1.2..E6.2, ZEAMODTCP Ekip 2K-3 E1.2...E6.2, ZEB2K3 Bluetooth disabled ExCo NON DEFEATABLE I PROTECTION E1.2...E6.2",,,Circuit Protection,Low Voltage Breakers,ACB,ai_extraction,0.8,ACB,4000.0,400V,,3.0,,E6.2,,,,,,,,,,False,940,"ABB E6.2V-A 4000 EKIP HI-TOUCH LSIG 3P WMP YO E1.2..E6.2 24 V AC/DC, ZEASA YC E1.2..E6.2 110-120 V AC/DC, ZEACE M E2.2...E6.2 100-130 V AC/DC, ZEBM4 AUX 6Q 400 V E2.2…E6.2 S51 250V E2.2...E6.2, ZEBBA PLC E2.2..E6.2 padlocks in open position D=7mm, ZEBPLC7 MOC E2.2..E6.2, ZEBMOC Sealable trip unit cover, ZEBSTUC Ekip Supply 24-48VDC, ZEAPWRSD Ekip Com Modbus TCP E1.2..E6.2, ZEAMODTCP Ekip 2K-3 E1.2...E6.2, ZEB2K3 Bluetooth disabled ExCo NON DEFEATABLE I PROTECTION E1.2...E6.2"
3568313,Warehouse Tools & Equipment,,,MRO & Indirect,Tools & Equipment,Hand Tools,ai_categorization,0.7,,,,,,,,,,,,,,,,,False,5869,Warehouse Tools & Equipment
3569029,ABB: Cradle for E6.2 IU=5000 3P,,,Circuit Protection,Breaker Accessories,Mounting Kits,ai_extraction,0.8,Cradle,5000.0,,,3.0,,E6.2,,,,,,,,,,False,1047,ABB: Cradle for E6.2 IU=5000 3P
3569030,ABB LUGS FOR XT5 KIT FCCUAL 2X2/0-500KCMIL XT5 3PCSUL/CSA,,,Electrical Components,Terminal & Wiring,Lugs,ai_extraction,0.8,Lugs,,,,3.0,,XT5,,500KCMIL,,,,,,,,False,970,Abb Lugs For Xt5 Kit Fccual 2X2/0-500Kcmil Xt5 3Pcsul/Csa
3569542,"FUSE: CLASS L, LIMITRON TIME DLY BUSS FUSES",,,Circuit Protection,Fuses & Disconnects,Power Fuses,regex_extraction,0.7,Fuse,,,,,,,,,,,,,,,,False,2979,"Fuse: Class L, Limitron Time Dly Buss Fuses"
3569545,"FUSE: 15A 600VAC TIME DLY, REJ BUSS FUSES",,,Circuit Protection,Fuses & Disconnects,Power Fuses,regex_extraction,0.9,Fuse,15.0,600VAC,,,,,,,,,,,,,,False,2802,"Fuse: 15A 600Vac Time Dly, Rej Buss Fuses"
3569547,"1/4"" X 1.5"" X144"" RECTANGULAR COPPER 110 BAR, SILVER-FLASHED",,,Raw Materials,Copper Products,Copper Bus Bar,regex_extraction,0.85,,,,,,,,,,,,0.25,1.5,144.0,IN,17.44,False,75,"1/4"" X 1.5"" X144"" Rectangular Copper 110 Bar, Silver-Flashed"
3569548,Warehouse Tools & Equipment,,,MRO & Indirect,Tools & Equipment,Hand Tools,ai_categorization,0.7,,,,,,,,,,,,,,,,,False,5869,Warehouse Tools & Equipment
3569549,50300_Consumables (LB),,,MRO & Indirect,Office & Administrative,Consumables,ai_categorization,0.8,,,,,,,,,,,,,,,,,False,765,50300_Consumables (LB)
3569550,"16 GAUGE, GALVANNEAL STEEL SHEET, 8FT X 4FT",,,Raw Materials,Steel Products,Galvanneal Sheet,regex_extraction,0.0,,,,,,,,,,,Galvanneal,0.0598,,,IN,,False,177,"16 Gauge, Galvanneal Steel Sheet, 8Ft X 4Ft"
3569654,50300_Consumables (FT),,,MRO & Indirect,Office & Administrative,Consumables,ai_categorization,0.8,,,,,,,,,,,,,,,,,False,764,50300_Consumables (FT)
3569656,Consumables,,,MRO & Indirect,Office & Administrative,Consumables,ai_categorization,0.8,,,,,,,,,,,,,,,,,False,2015,Consumables
3569657,Cost of Sales - Services and Solutions,,,Professional Services,Engineering Services,Consulting,ai_categorization,0.7,,,,,,,,,,,,,,,,,False,15385,Cost of Sales - Services and Solutions
3569864,"1/4"" X 1.5"" X144"" RECTANGULAR COPPER 110 BAR, SILVER-FLASHED",,,Raw Materials,Copper Products,Copper Bus Bar,regex_extraction,0.85,,,,,,,,,,,,0.25,1.5,144.0,IN,17.44,False,75,"1/4"" X 1.5"" X144"" Rectangular Copper 110 Bar, Silver-Flashed"
3569867,MCB5,,,Circuit Protection,Low Voltage Breakers,MCB,ai_categorization,0.9,,,,,,,,,,,,,,,,,False,15386,MCB5
3570070,"Eaton miniature circuit breaker, current-limiting, 1A, 480Y / 277 VAC / 96 VDC, 3-pole, B curve, thermal magnetic, 10kA @ 480Y/277 VAC interrupting rating, 35mm DIN rail mount.",,,Circuit Protection,Low Voltage Breakers,MCB,regex_extraction,0.9,MCB,1.0,277VDC,,3.0,10.0,,,35mm²,,,,,,,,False,2335,"Eaton miniature circuit breaker, current-limiting, 1A, 480Y / 277 VAC / 96 VDC, 3-pole, B curve, thermal magnetic, 10kA @ 480Y/277 VAC interrupting rating, 35mm DIN rail mount."
3570072,Inbound Freight,,,Logistics & Freight,Transportation,Freight Shipping,ai_categorization,1.0,,,,,,,,,,,,,,,,,False,3705,Inbound Freight
3570173,Consumables,,,MRO & Indirect,Office & Administrative,Consumables,ai_categorization,0.9,,,,,,,,,,,,,,,,,False,2015,Consumables
3570175,Warehouse Tools & Equipment,,,MRO & Indirect,Tools & Equipment,Hand Tools,ai_categorization,0.7,,,,,,,,,,,,,,,,,False,5869,Warehouse Tools & Equipment
3570377,Medium Voltage Transformer and Related Products,,,Transformers,Medium Voltage Transformers,Distribution Transformer,regex_extraction,0.7,Transformer,,,,,,,,,,,,,,,,False,4057,Medium Voltage Transformer and Related Products
3570483,"MCB 5A, 277 VAC / 48 VDC, 1-POLE, C CURVE, THERMAL MAGNETIC, 10KA @ 277 VAC",,,Circuit Protection,Low Voltage Breakers,MCB,regex_extraction,0.9,MCB,5.0,277VDC,,1.0,10.0,,,,,,,,,,,False,4033,"Mcb 5A, 277 Vac / 48 Vdc, 1-Pole, C Curve, Thermal Magnetic, 10Ka @ 277 Vac"
3570685,Warehouse Tools & Equipment,,,MRO & Indirect,Tools & Equipment,Hand Tools,ai_categorization,0.7,,,,,,,,,,,,,,,,,False,5869,Warehouse Tools & Equipment
3570688,"ABB: XT7H 1200 E.TCH LSIG 1000 3P UL WT. RELT 2K-3, EKIP SUPPLY 110-240V AC AND PLL XT7 PADLOCKS DEVICE OPEN",,,Circuit Protection,Low Voltage Breakers,ACB,ai_extraction,0.8,Breaker,1200.0,240VAC,,3.0,,XT7,,,,,,,,,,False,15387,"Abb: Xt7H 1200 E.Tch Lsig 1000 3P Ul Wt. Relt 2K-3, Ekip Supply 110-240V Ac And Pll Xt7 Padlocks Device Open"
3570691,"SQD: IFE Ethernet interface, Enerlin'X FOR H/J/L/P/R/NW/NT/MTZ",,,Circuit Protection,Breaker Accessories,Auxiliary Contacts,ai_extraction,0.8,Interface,,,,,,,,,,,,,,,,False,15388,"SQD: IFE Ethernet interface, Enerlin'X FOR H/J/L/P/R/NW/NT/MTZ"
3570693,Warehouse Tools & Equipment,,,MRO & Indirect,Tools & Equipment,Hand Tools,ai_categorization,0.7,,,,,,,,,,,,,,,,,False,5869,Warehouse Tools & Equipment
3570798,MCB2,,,Circuit Protection,Low Voltage Breakers,MCB,ai_categorization,0.85,,,,,,,,,,,,,,,,,False,15389,MCB2
3572010,"ABB: E4.2H-A 3200 EKIP HI-TOUCH LSIG 3P WMP, RATING PLUG 3000 E4.2 INST, YO E1.2..E6.2 24 V AC/DC, YC E1.2..E6.2 110-120 V AC/DC, UVR E1.2..E6.2 110-120 V AC/DC, M E2.2...E6.2 100-130 V AC/DC, S51 250V E2.2...E6.2, KLC-S KEY LOCK IN OPEN POSITION N.20005 E2.2...E6.2, PBC D=7MM E2.2...E6.2, SEALABLE TRIP UNIT COVER, EKIP SUPPLY 24-48VDC, EKIP COM MODBUS TCP E1.2..E6.2, EKIP 2K-3 E1.2...E6.2,BLUETOOTH DISABLED, NON DEFEATABLE I PROTECTION E1.2...E6.2",,,Circuit Protection,Low Voltage Breakers,ACB,ai_extraction,0.8,ACB,3000.0,120VAC/DC,,3.0,,E4.2,,,,,,,,,,False,1068,"Abb: E4.2H-A 3200 Ekip Hi-Touch Lsig 3P Wmp, Rating Plug 3000 E4.2 Inst, Yo E1.2..E6.2 24 V Ac/Dc, Yc E1.2..E6.2 110-120 V Ac/Dc, Uvr E1.2..E6.2 110-120 V Ac/Dc, M E2.2...E6.2 100-130 V Ac/Dc, S51 250V E2.2...E6.2, Klc-S Key Lock In Open Position N.20005 E2.2...E6.2, Pbc D=7Mm E2.2...E6.2, Sealable Trip Unit Cover, Ekip Supply 24-48Vdc, Ekip Com Modbus Tcp E1.2..E6.2, Ekip 2K-3 E1.2...E6.2,Bluetooth Disabled, Non Defeatable I Protection E1.2...E6.2"
3572929,"1/4"" X 6"" X144"" RECTANGULAR COPPER 110 BAR, SILVER-FLASHED",,,Raw Materials,Copper Products,Copper Bus Bar,regex_extraction,0.85,,,,,,,,,,,,0.25,6.0,144.0,IN,69.77,False,83,"1/4"" X 6"" X144"" Rectangular Copper 110 Bar, Silver-Flashed"
3573253,"SATEC: 1,000A HALL EFFECT DC CURRENT SENSOR, NOMINAL OUTPUT SIGNAL- ±20mA, SUPPLY VOLTAGE- ±15V DC TO ±24V DC, 0.2% ACCURACY",,,Electrical Components,Metering & Sensing,Power Meters,ai_extraction,0.8,Current Sensor,1000.0,24VDC,,,,,,,,,,,,,,False,15390,"SATEC: 1,000A HALL EFFECT DC CURRENT SENSOR, NOMINAL OUTPUT SIGNAL- ±20mA, SUPPLY VOLTAGE- ±15V DC TO ±24V DC, 0.2% ACCURACY"
3573257,C3 22MM ILLUMINATED 3 POSITION SELECTOR SWITCH; SPRING RETURN RIGHT TO CENTER; MAINTAINED CENTER; MAINTAINED LEFT; BLUE LED LIGHT; 24VDC; 1NO/X/1NO CONTACT BLOCK,,,Electrical Components,Switching & Control,Relays,ai_extraction,0.8,Selector Switch,,24VDC,,,,22mm,,,,,,,,,,False,1604,C3 22Mm Illuminated 3 Position Selector Switch; Spring Return Right To Center; Maintained Center; Maintained Left; Blue Led Light; 24Vdc; 1No/X/1No Contact Block
3573462,ABB EKIP SUPPLY 24-48VDC,,,Circuit Protection,Breaker Accessories,Auxiliary Contacts,ai_extraction,0.8,Power Supply,,24-48VDC,,,,,,,,,,,,,,False,945,Abb Ekip Supply 24-48Vdc
3573470,EATON PD FRAME 4 800A 100% RATED PXR20 LSIG TRIP UNIT WT. ARMS 65KAIC @480V 3P UL WT. KIRK KEY PROVISION & MODBUS/RELAYS,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,Breaker,800.0,480V,,3.0,65.0,4,,,,,,,,,,False,6540,Eaton Pd Frame 4 800A 100% Rated Pxr20 Lsi Trip Unit 65Kaic @480V 3P Ul Wt. 2No & 2Nc Aux. Contacts 1No & 1Nc Alarm Contacts
3573473,MERSEN 200kA 480V WITH HMI STANDARD STZ SERIES SPD,,,Circuit Protection,Protection Devices,Surge Protective Devices,ai_extraction,0.8,SPD,,480V,,,200.0,,,,,,,,,,,False,4066,MERSEN 200kA 480V WITH HMI STANDARD STZ SERIES SPD
3573676,JJP36250U33X SQD 3P 250A CB,,,Circuit Protection,Low Voltage Breakers,MCCB,regex_extraction,0.9,Breaker,250.0,,,3.0,,,,,,,,,,,,False,3795,Jjp36250U33X Sqd 3P 250A Cb
3573677,ABB: AUP 5 CONT 400V E2.2-E6.2-R (UL),,,Circuit Protection,Breaker Accessories,Auxiliary Contacts,ai_extraction,0.8,Auxiliary Contact,,400V,,5.0,,E2.2-E6.2,,,,,,,,,,False,1042,Abb: Aup 5 Cont 400V E2.2-E6.2-R (Ul)
3573678,"Eaton miniature circuit breaker, current-limiting, 20A, 277 VAC / 48 VDC, 1-pole, B curve, thermal magnetic, 14kA @ 277 VAC interrupting rating, 35mm DIN rail mount.",,,Circuit Protection,Low Voltage Breakers,MCB,regex_extraction,0.9,MCB,20.0,277VDC,,1.0,14.0,,,35mm²,,,,,,,,False,2336,"Eaton miniature circuit breaker, current-limiting, 20A, 277 VAC / 48 VDC, 1-pole, B curve, thermal magnetic, 14kA @ 277 VAC interrupting rating, 35mm DIN rail mount."
3573880,"SQD 3P 600V 60A 80% RATED 65KA @480V MICROLOGIC BASIC LSI TRIP UNIT POWERPACT H FRAME; LUGS ""OFF"" END TERMINAL KIT ""ON"" END",,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,MCCB,60.0,480V,,3.0,65.0,H,,,,,,,,,,False,5077,"Sqd 3P 600V 60A 80% Rated 65Ka @480V Micrologic Basic Lsi Trip Unit Powerpact H Frame; Lugs ""Off"" End Terminal Kit ""On"" End"
3573882,MOLDED CASE CIRCUIT BREAKER 600V 250A 250AF Ln=150AT (SB04),,,Circuit Protection,Low Voltage Breakers,MCCB,regex_extraction,0.9,MCCB,250.0,600VAC,,,,,,,,,,,,,,False,6610,MOLDED CASE CIRCUIT BREAKER 600V 250A 250AF Ln=150AT (SB04)
3573883,ABB: LOAD CENTER CONVERTIBLE 200A 30 CKT CU NEMA 1 GR PULG ON NUETRAL UL,,,Switchgear & Distribution,Low Voltage Switchgear,Panelboards,regex_extraction,0.9,Panelboard,200.0,,,,,,,,NEMA 1,,,,,,,False,6705,Abb: Load Center Convertible 200A 30 Ckt Cu Nema 1 Gr Pulg On Nuetral Ul
3574086,ABB: AUP 5 CONT 400V E2.2-E6.2-R (UL),,,Circuit Protection,Breaker Accessories,Auxiliary Contacts,ai_extraction,0.8,Auxiliary Contact,,400V,,5.0,,E2.2-E6.2,,,,,,,,,,False,1042,Abb: Aup 5 Cont 400V E2.2-E6.2-R (Ul)
3574088,"SQD: PowerPact P Frame 4P 600V 800A 80% Rated, 65kA @480V, Trip Unit Type: Electronic, Micrologic Ammeter Trip Unit - LSIG, UL Rating Plug A, wt. padlock attachment, Provision Only Kirk Key vert., Modbus Communications",,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,Breaker,800.0,480V,,4.0,65.0,P,,,,,,,,,,False,5613,"SQD: PowerPact P Frame 4P 600V 800A 80% Rated, 65kA @480V, Trip Unit Type: Electronic, Micrologic Ammeter Trip Unit - LSIG, UL Rating Plug A, wt. padlock attachment, Provision Only Kirk Key vert., Modbus Communications"
3574189,"SQD: PowerPact L Frame 3P 600V 400A 80% Rated, 65kA @480V, Trip Unit Type: Electronic, Micrologic Ammeter Trip Unit - LSIG, UL, wt. 24VDC power Supply",,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,Breaker,400.0,600V,,3.0,65.0,L,,,,,,,,,,False,5610,"SQD: PowerPact L Frame 3P 600V 400A 80% Rated, 65kA @480V, Trip Unit Type: Electronic, Micrologic Ammeter Trip Unit - LSIG, UL, wt. 24VDC power Supply"
3574193,"SQD: PM8000 POWER AND ENERGY METER, HARMONIC METERING UP TO 63RD, (2) ETHERNET PORTS AND SERIAL TO ETHERNET GATEWAY, DIN-RAIL MOUNT W/ REMOTE DISPLAY; 24VDC INPUT POWER",,,Electrical Components,Metering & Sensing,Power Meters,ai_extraction,0.8,Meter,,24VDC,,,,,,,,,,,,,,False,5602,"Sqd: Pm8000 Power And Energy Meter, Harmonic Metering Up To 63Rd, (2) Ethernet Ports And Serial To Ethernet Gateway, Din-Rail Mount W/ Remote Display; 24Vdc Input Power"
3574194,"SQD 3P 600V 100A 80% RATED 65KA @480V MICROLOGIC BASIC LSI TRIP UNIT POWERPACT H FRAME; LUGS ""OFF"" END TERMINAL KIT ""ON"" END",,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,MCCB,100.0,480V,,3.0,65.0,H,,,,,,,,,,False,5074,"Sqd 3P 600V 100A 80% Rated 65Ka @480V Micrologic Basic Lsi Trip Unit Powerpact H Frame; Lugs ""Off"" End Terminal Kit ""On"" End"
3574195,"SCHNEIDER IFM MODBUS-SL INTERFACE MODULE, ENERLIN'X 24VDC UNIVERSAL LOGIC PLUG ON 2-PORT RJ45 MODBUS, MODBUS SERIAL LINE SLAVE9.6...38.4 KBAUDS ON 1 RJ45",,,Circuit Protection,Breaker Accessories,Auxiliary Contacts,ai_extraction,0.8,Interface Module,,24VDC,,,,,,,,,,,,,,False,4595,"Schneider Ifm Modbus-Sl Interface Module, Enerlin'X 24Vdc Universal Logic Plug On 2-Port Rj45 Modbus, Modbus Serial Line Slave9.6...38.4 Kbauds On 1 Rj45"
3574397,ABB: XT5H 600 E.DIP LSIG 600A 3P 35KA 100% RATED UL WT. PADLOCK DEVICE,,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,MCCB,600.0,,,3.0,35.0,XT5,,,,,,,,,,True,15391,Abb: Xt5H 600 E.Dip Lsig 600A 3P 35Ka 100% Rated Ul Wt. Padlock Device
3574499,"Square D Masterpact MTZ SB01, 2, 5, 6 , 7, 8, 9",,,Circuit Protection,Low Voltage Breakers,ACB,ai_extraction,0.8,ACB,,,,,,MTZ,,,,,,,,,,True,5635,"Square D Masterpact MTZ SB01, 2, 5, 6 , 7, 8, 9"
3574500,"SQD 3P 600V 60A 80% RATED 65KA @480V MICROLOGIC BASIC LSI TRIP UNIT POWERPACT H FRAME; LUGS ""OFF"" END TERMINAL KIT ""ON"" END",,,Circuit Protection,Low Voltage Breakers,MCCB,ai_extraction,0.8,MCCB,60.0,480V,,3.0,65.0,H,,,,,,,,,,False,5077,"Sqd 3P 600V 60A 80% Rated 65Ka @480V Micrologic Basic Lsi Trip Unit Powerpact H Frame; Lugs ""Off"" End Terminal Kit ""On"" End"
3575522,GUAGE 11 GALVANIZED STEEL 10'X5' SHEET,,,Raw Materials,Steel Products,Galvanized Sheet,regex_extraction,0.85,,,,,,,,,,,Galvanized,0.1196,5.0,144.0,IN,24.46,False,15392,Guage 11 Galvanized Steel 10'X5' Sheet
3575851,MOUNTING SCREWS,,,Enclosures & Hardware,Fasteners & Fittings,Bolts & Screws,ai_categorization,0.95,,,,,,,,,,,,,,,,,False,15393,Mounting Screws
3575955,Consumables,,,MRO & Indirect,Office & Administrative,Consumables,ai_categorization,0.9,,,,,,,,,,,,,,,,,False,2015,Consumables
3575956,Office supplies,,,MRO & Indirect,Office & Administrative,Office Supplies,ai_categorization,1.0,,,,,,,,,,,,,,,,,False,4234,Office supplies
3575957,Warehouse Tools & Equipment,,,MRO & Indirect,Tools & Equipment,Hand Tools,ai_categorization,0.7,,,,,,,,,,,,,,,,,False,5869,Warehouse Tools & Equipment
3576063,C3 22MM ILLUMINATED 3 POSITION SELECTOR SWITCH; SPRING RETURN RIGHT TO CENTER; MAINTAINED CENTER; MAINTAINED LEFT; BLUE LED LIGHT; 24VDC; 1NO/X/1NO CONTACT BLOCK,,,Electrical Components,Switching & Control,Relays,ai_extraction,0.8,Selector Switch,,24VDC,,,,22mm,,,,,,,,,,False,1604,C3 22Mm Illuminated 3 Position Selector Switch; Spring Return Right To Center; Maintained Center; Maintained Left; Blue Led Light; 24Vdc; 1No/X/1No Contact Block
3576064,"SQD: X80 Fiber Module, Single-mode repeater, 2 RJ45 ports and 2 Fiber Optics ports",,,MRO & Indirect,Office & Administrative,IT Equipment,ai_categorization,0.85,,,,,,,,,,,,,,,,,False,15394,"SQD: X80 Fiber Module, Single-mode repeater, 2 RJ45 ports and 2 Fiber Optics ports"
