PO Number,PO Line,Maximum of Subsidiary,Maximum of Department,Maximum of Location,Maximum of Created By,Maximum of PO Status,Maximum of Date,Maximum of Expected Receipt Date,Maximum of Promise Date,Maximum of Due Date,Maximum of Total Quantity,Maximum of Quantity Fulfilled/Received,Maximum of Open Qty,Maximum of Item Rate,Maximum of Total Quantity Amount,Maximum of Shipping Zip,Maximum of Shipping Country Code,Maximum of Terms,Maximum of Vendor Internal ID,Maximum of Vendor Name,Maximum of Vendor Zip Code,Maximum of Memo,Maximum of Item Internal ID,Maximum of Item MPN Name Custom,Maximum of Item Display Name,Maximum of Item Description,Maximum of Item GL Expense Account,Maximum of Item Type,Maximum of Product Line,Maximum of Primary UOM,Maximum of Requested Date
P-AL0006724,2,Top Company : PwrQ Holdings : Allied Power and Control,1100 - Fab,7200 Standard Dr,Kenan Hafiez,Pending Receipt,09/01/2026,09/17/2026,,09/17/2026,178,0,178,22.00,3916.00,21076,US,Net 30,52170,MATRIX FINISHING- MID ATLANTIC LLC,19952,POWDERCOATING,4855186,50400_Subcontract Processing,,,Subcontract Processing,Non-inventory Item,,,09/17/2026
P-AL0006724,3,Top Company : PwrQ Holdings : Allied Power and Control,1100 - Fab,7200 Standard Dr,Kenan Hafiez,Pending Receipt,09/01/2026,09/17/2026,,09/17/2026,4,0,4,448.00,1792.00,21076,US,Net 30,52170,MATRIX FINISHING- MID ATLANTIC LLC,19952,POWDERCOATING,4855186,50400_Subcontract Processing,,,Subcontract Processing,Non-inventory Item,,,09/17/2026
P-AL0006726,1,Top Company : PwrQ Holdings : Allied Power and Control,,7200 Standard Dr,Vasanthi Abraham,Pending Receipt,09/01/2026,09/30/2026,,09/30/2026,1,0,1,50593.50,50593.50,21076,US,Net 30,53138,"ASCO Power Technologies, L.P.",60673,ASCO Non-Bypass 7000 Series,4855930,DS-Automatic Transfer Switch,Automatic Transfer Switch,[FILL IN DESCRIPTION],Cost of Sales - Sourced Product,Inventory Item,,,09/30/2026
P-AL0006729,1,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Vasanthi Abraham,Partially Received,09/01/2026,09/21/2026,,,1,0,1,730.00,730.00,21076,US,Net 60,6366,CAPITAL ELECTRIC,30384-4749,"Puls: Battery Module, 24V, 26AH",4857058,UZK24.262,"Puls: Battery Module, 24V, 26AH","Puls: Battery Module, 24V, 26AH",Cost of Sales - Manufactured Product,Inventory Item,,Each,09/29/2026
P-AL0006732,1,Top Company : PwrQ Holdings : Allied Power and Control,1800 - Manufacturing Engineering,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/01/2026,,,,1,0,1,330.00,330.00,21076,US,Net 30,50625,ERMAK,60018,1056714         X AXIS PROTECTION BELLOW ,4857167,53710_Warehouse Tools & Equipment (EA),Warehouse Tools & Equipment,,Warehouse Tools & Equipment,Non-inventory Item,,Each,09/03/2026
P-AL0006732,2,Top Company : PwrQ Holdings : Allied Power and Control,1800 - Manufacturing Engineering,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/01/2026,,,,1,0,1,363.00,363.00,21076,US,Net 30,50625,ERMAK,60018,1056715  Y AXIS PROTECTION ,4857167,53710_Warehouse Tools & Equipment (EA),Warehouse Tools & Equipment,,Warehouse Tools & Equipment,Non-inventory Item,,Each,09/03/2026
P-AL0006735,1,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Vasanthi Abraham,Pending Receipt,09/01/2026,,,,6000,0,6000,.32242167,1934.53,21076,US,Net 30,51750,GRAYBAR,21205,SOUTHWIRE 1/0-19 SD CU SIMpull (TM) THHN-THWN-2 MTW GREEN CABLE,4857590,55631502,SOUTHWIRE 1/0-19 SD CU SIMpull (TM) THHN-THWN-2 MTW GREEN CABLE,SOUTHWIRE 1/0-19 SD CU SIMpull (TM) THHN-THWN-2 MTW GREEN CABLE,Cost of Sales - Manufactured Product,Inventory Item,,Feet,09/09/2026
P-AL0006735,2,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Vasanthi Abraham,Pending Receipt,09/01/2026,,,,6000,0,6000,.32242167,1934.53,21076,US,Net 30,51750,GRAYBAR,21205,SOUTHWIRE 1/0-19 SD CU SIMpull (TM) THHN-THWN-2 MTW GREEN CABLE,4857590,55631502,SOUTHWIRE 1/0-19 SD CU SIMpull (TM) THHN-THWN-2 MTW GREEN CABLE,SOUTHWIRE 1/0-19 SD CU SIMpull (TM) THHN-THWN-2 MTW GREEN CABLE,Cost of Sales - Manufactured Product,Inventory Item,,Feet,09/09/2026
P-AL0006737,1,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/01/2026,,,,8,0,8,179.58,1436.64,21076,US,Net 60,42194,EATON CORPORATION,15108,EAT 125AF 30AT MCCB 65kA  80% TM LI GROUP  PDG13M0030TFFLNNNNNN LOAD SIDE LUGS,4858099,PDG13M0030TFFLNNNNNN,EAT 125AF 30AT MCCB 65kA  80% TM LI GROUP  PDG13M0030TFFLNNNNNN LOAD SIDE LUGS,EAT 125AF 30AT MCCB 65kA  80% TM LI GROUP  PDG13M0030TFFLNNNNNN LOAD SIDE LUGS,Cost of Sales - Manufactured Product,Inventory Item,,Each,09/04/2026
P-AL0006738,1,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/01/2026,01/15/2027,,01/19/2027,11,0,11,2244.00,24684.00,21076,US,Net 45,2762,"ABB: INDUSTRIAL CONNECTIONS & SOLUTIONS, LLC",60673,"ABB: XT7H 800 E.DIP LSI 600 3P FF UL100, WT. SHUNT 24VDC, AUX CONTACTS AND PADLOCK ATTACHMENT ",4858206,XT7HQ360CFFFACGXXX,"ABB: XT7H 800 E.DIP LSI 600 3P FF UL100, WT. SHUNT 24VDC, AUX CONTACTS AND PADLOCK ATTACHMENT","ABB: XT7H 800 E.DIP LSI 600 3P FF UL100, WT. SHUNT 24VDC, AUX CONTACTS AND PADLOCK ATTACHMENT ",Cost of Sales - Manufactured Product,Inventory Item,,Each,10/09/2026
P-AL0006740,1,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/02/2026,,,,11,0,11,38.08,418.88,21076,US,Net 30,17778,MILLER METALS FABRICATION INC,19933,"CUSTOM FAB POLYCARBONATE PARTS, FOR MAIN XT7 BREAKER VIEWING WINDOW 10"" X 10"" X 0.125""",4858843,77239-LEX-01,"CUSTOM FAB POLYCARBONATE PARTS, FOR MAIN XT7 BREAKER VIEWING WINDOW 10"" X 10"" X 0.125""","CUSTOM FAB POLYCARBONATE PARTS, FOR MAIN XT7 BREAKER VIEWING WINDOW 10"" X 10"" X 0.125""",Cost of Sales - Manufactured Product,Inventory Item,,Each,09/25/2026
P-AL0006740,2,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/02/2026,,,,11,0,11,77.21,849.31,21076,US,Net 30,17778,MILLER METALS FABRICATION INC,19933,"CUSTOM FAB POLYCARBONATE PARTS, FOR BRANCH XT5 BREAKER VIEWING WINDOW 43.75"" X 8.75"" X 0.125""",4858843,77239-LEX-02,"CUSTOM FAB POLYCARBONATE PARTS, FOR BRANCH XT5 BREAKER VIEWING WINDOW 43.75"" X 8.75"" X 0.125""","CUSTOM FAB POLYCARBONATE PARTS, FOR BRANCH XT5 BREAKER VIEWING WINDOW 43.75"" X 8.75"" X 0.125""",Cost of Sales - Manufactured Product,Inventory Item,,Each,09/25/2026
P-AL0006742,1,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/02/2026,,,,1,0,1,12713.92,12713.92,21076,US,Net 60,42194,EATON CORPORATION,15108,"EATON 4000AF 4000AS ACB 85kA 3P 100% ETU LSIG PXR35 EODO SPN84N3WEA403BDNCNWYSNNAX AUX 12A/12B, 5S 120VAC MOTOR, ST1 24VDC CONT. DUTY, 24VDC SPRING RELEASE PADLOCK MFMC, TRIP INDICATOR WT. 2 FROM C CONTACTS",4858949,SPN84N3WEA403BDNCNWYSNNAX,"EATON 4000AF 4000AS ACB 85kA 3P 100% ETU LSIG PXR35 EODO SPN84N3WEA403BDNCNWYSNNAX AUX 12A/12B, 5S 120VAC MOTOR, ST1 24VDC CONT. DUTY, 24VDC SPRING RELEASE PADLOCK MFMC, TRIP INDICATOR WT. 2 FROM C CONTACTS","EATON 4000AF 4000AS ACB 85kA 3P 100% ETU LSIG PXR35 EODO SPN84N3WEA403BDNCNWYSNNAX AUX 12A/12B, 5S 120VAC MOTOR, ST1 24VDC CONT. DUTY, 24VDC SPRING RELEASE PADLOCK MFMC, TRIP INDICATOR WT. 2 FROM C CONTACTS",Cost of Sales - Manufactured Product,Inventory Item,,Each,11/02/2026
P-AL0006743,1,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/02/2026,,,,50,0,50,4346.90,217345.00,21076,US,Net 30,42194,EATON CORPORATION,15108,"EATON: POWER XPERT SPD UL 1449 SURGE PROTECTIVE DEVICE W/REMOTE DISPLAY , 300KA/PHASE, 480 DELTA (3W+G), (1) FORM C CONTACT, SURGE COUNTER,AUDIBLE ALARM WITH SILENCE BUTTON, RJ45 PORT.											 ",4858950,SPD300480D4B,"EATON: POWER XPERT SPD UL 1449 SURGE PROTECTIVE DEVICE W/REMOTE DISPLAY , 300KA/PHASE, 480 DELTA (3W+G), (1) FORM C CONTACT, SURGE COUNTER,AUDIBLE ALARM WITH SILENCE BUTTON, RJ45 PORT.","EATON: POWER XPERT SPD UL 1449 SURGE PROTECTIVE DEVICE W/REMOTE DISPLAY , 300KA/PHASE, 480 DELTA (3W+G), (1) FORM C CONTACT, SURGE COUNTER,AUDIBLE ALARM WITH SILENCE BUTTON, RJ45 PORT.											 ",Cost of Sales - Manufactured Product,Inventory Item,,Each,11/13/2026
P-AL0006743,2,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/02/2026,,,,40,0,40,82.70,3308.00,21076,US,Net 30,42194,EATON CORPORATION,15108,ETN: REMOTE DISPLAY CABLE 8 FT FOR SPD,4858950,PXSPDRDCAB08,ETN: REMOTE DISPLAY CABLE 8 FT FOR SPD,ETN: REMOTE DISPLAY CABLE 8 FT FOR SPD,Cost of Sales - Manufactured Product,Inventory Item,,Each,11/13/2026
P-AL0006752,1,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/03/2026,10/16/2026,,10/21/2026,100,0,100,23.00,2300.00,21076,US,Net 60,139358,"Metplas, Inc.",15065,RED GLASS CT SUPPORT,4862890,77411-RGS-05,RED GLASS CT SUPPORT,,Cost of Sales - Manufactured Product,Inventory Item,,Each,09/11/2026
P-AL0006752,2,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/03/2026,10/23/2026,,10/27/2026,100,0,100,23.00,2300.00,21076,US,Net 60,139358,"Metplas, Inc.",15065,RED GLASS CT SUPPORT,4862890,77411-RGS-05,RED GLASS CT SUPPORT,,Cost of Sales - Manufactured Product,Inventory Item,,Each,09/11/2026
P-AL0006752,3,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/03/2026,10/30/2026,,11/03/2026,100,0,100,23.00,2300.00,21076,US,Net 60,139358,"Metplas, Inc.",15065,RED GLASS CT SUPPORT,4862890,77411-RGS-05,RED GLASS CT SUPPORT,,Cost of Sales - Manufactured Product,Inventory Item,,Each,09/11/2026
P-AL0006752,4,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/03/2026,11/06/2026,,11/10/2026,100,0,100,23.00,2300.00,21076,US,Net 60,139358,"Metplas, Inc.",15065,RED GLASS CT SUPPORT,4862890,77411-RGS-05,RED GLASS CT SUPPORT,,Cost of Sales - Manufactured Product,Inventory Item,,Each,09/11/2026
P-AL0006752,5,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/03/2026,11/13/2026,,11/17/2026,100,0,100,23.00,2300.00,21076,US,Net 60,139358,"Metplas, Inc.",15065,RED GLASS CT SUPPORT,4862890,77411-RGS-05,RED GLASS CT SUPPORT,,Cost of Sales - Manufactured Product,Inventory Item,,Each,09/11/2026
P-AL0006753,1,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/03/2026,,,,8,0,8,194.90,1559.20,21076,US,Net 30,51993,WALTHER ELECTRIC,08873,"WALTHER 60 SHORT CABLE ASSEMBLY 2-FT OF 6/5C TYPE W IN: (3) 6G FERRULES (2) 6G RING T#1/4"" 1.25"" NPT W MESH CORD GRIP OUT: Walther IEC# 361 INCLUDE 3 WIRE JUMPER",4863833,PWRQ02F60I,"WALTHER 60 SHORT CABLE ASSEMBLY 2-FT OF 6/5C TYPE W IN: (3) 6G FERRULES (2) 6G RING T#1/4"" 1.25"" NPT W MESH CORD GRIP OUT: Walther IEC# 361 INCLUDE 3 WIRE JUMPER","WALTHER 60 SHORT CABLE ASSEMBLY 2-FT OF 6/5C TYPE W IN: (3) 6G FERRULES (2) 6G RING T#1/4"" 1.25"" NPT W MESH CORD GRIP OUT: Walther IEC# 361 INCLUDE 3 WIRE JUMPER",Cost of Sales - Manufactured Product,Inventory Item,,Each,09/07/2026
P-AL0006754,1,Top Company : PwrQ Holdings : Allied Power and Control,1400 - Warehouse,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/03/2026,,,,1,0,1,4680.00,4680.00,21076,US,Net 30,52289,REGIONAL MATERIAL HANDLING & SUPPLY,29205,"US160025.X7: System 16 3'x4' (36""x48"") Siegmund Imperial Series (Inch) Welding Table with Plasma Nitration",4863834,53710_Warehouse Tools & Equipment (EA),Warehouse Tools & Equipment,,Warehouse Tools & Equipment,Non-inventory Item,,Each,09/08/2026
P-AL0006756,1,Top Company : PwrQ Holdings : Allied Power and Control,1200 - Assembly,7200 Standard Dr,Vasanthi Abraham,Partially Received,09/03/2026,,,,15,14,1,66.688,1000.32,21076,US,Net 60,6366,CAPITAL ELECTRIC,30384-4749,BRA B30-R4300 4.33X200FT RIBBON,4864961,50300_Consumables (EA),Consumables,,Consumables,Non-inventory Item,,Each,09/08/2026
P-AL0006756,2,Top Company : PwrQ Holdings : Allied Power and Control,1200 - Assembly,7200 Standard Dr,Vasanthi Abraham,Partially Received,09/03/2026,,,,15,6,9,66.688,1000.32,21076,US,Net 60,6366,CAPITAL ELECTRIC,30384-4749, BRA B30-R6000 4.33X200FT RIBBON,4864961,50300_Consumables (EA),Consumables,,Consumables,Non-inventory Item,,Each,09/08/2026
P-AL0006757,1,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Billing/Partially Received,09/03/2026,12/29/2026,,12/31/2026,1,0,1,622.93,622.93,21076,US,Net 45,2762,"ABB: INDUSTRIAL CONNECTIONS & SOLUTIONS, LLC",60673,ABB: XT4H 250 E.DIP LSI 150 3p UL,4864962,XT4HU31501FG00HXXX,ABB: XT4H 250 E.DIP LSI 150 3p UL,ABB: XT4H 250 E.DIP LSI 150 3p UL,Cost of Sales - Manufactured Product,Inventory Item,,Each,09/30/2026
P-AL0006758,1,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/03/2026,10/09/2026,,10/13/2026,2,0,2,694.61,1389.22,21076,US,Net 45,2762,"ABB: INDUSTRIAL CONNECTIONS & SOLUTIONS, LLC",60673,ABB REAR TERMINALS VERTICAL 3P FOR T7-T7M-X1-XT7-XT7M ,4864963,1SDA063124R1,ABB REAR TERMINALS VERTICAL 3P FOR T7-T7M-X1-XT7-XT7M,ABB REAR TERMINALS VERTICAL 3P FOR T7-T7M-X1-XT7-XT7M ,Cost of Sales - Manufactured Product,Inventory Item,,Each,09/07/2026
P-AL0006762,1,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/03/2026,11/20/2026,,11/24/2026,35,0,35,119.70,4189.50,21076,US,Net 30,2975,FLEX-CORE,43026,"GE ITI 19SHT-801 CURRENT TRANSFORMER CT, INDOOR, MODEL: 19, RATIO: 800:5 A, SINGLE PHASE, 10 KV BIL, 60 HZ, WINDOW 4.25"", CLASS 0.3 B0.,2",4865681,19SHTI-801,"GE ITI 19SHT-801 CURRENT TRANSFORMER CT, INDOOR, MODEL: 19, RATIO: 800:5 A, SINGLE PHASE, 10 KV BIL, 60 HZ, WINDOW 4.25"", CLASS 0.3 B0.,2","GE ITI 19SHT-801 CURRENT TRANSFORMER CT, INDOOR, MODEL: 19, RATIO: 800:5 A, SINGLE PHASE, 10 KV BIL, 60 HZ, WINDOW 4.25"", CLASS 0.3 B0.,2",Cost of Sales - Manufactured Product,Inventory Item,,Each,11/02/2026
P-AL0006769,1,Top Company : PwrQ Holdings : Allied Power and Control,0000 - None,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/04/2026,,,,5,0,5,140.00,700.00,21076,US,Net 30,51120,MERSEN USA EP CORP,19170-6444,MERSEN 83020188 SPD TYPE 2 5P 20A 40kA 1060VDC REMOTE SURGE TRAP PLUGGABLE STPT2 SERIES,4867657,STPT2-40K1000V-5YPVM,MERSEN 83020188 SPD TYPE 2 5P 20A 40kA 1060VDC REMOTE SURGE TRAP PLUGGABLE STPT2 SERIES,MERSEN 83020188 SPD TYPE 2 5P 20A 40kA 1060VDC REMOTE SURGE TRAP PLUGGABLE STPT2 SERIES,Cost of Sales - Manufactured Product,Inventory Item,,Each,09/30/2026
P-AL0006773,1,Top Company : PwrQ Holdings : Allied Power and Control,1800 - Manufacturing Engineering,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/04/2026,,,,2,0,2,145.00,290.00,21076,US,Net 30,51129,"WILSON TOOL INTERNATIONAL, INC",60673-5292,/WTCC-Z190 .438 .750 RT STRIPPER PLATE TO DWG EMACCBP-40S ETCH @@ .438 X .750 + .01 RT ,4867902,53710_Warehouse Tools & Equipment (EA),Warehouse Tools & Equipment,,Warehouse Tools & Equipment,Non-inventory Item,,Each,09/07/2026
P-AL0006773,2,Top Company : PwrQ Holdings : Allied Power and Control,1800 - Manufacturing Engineering,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/04/2026,,,,2,0,2,145.00,290.00,21076,US,Net 30,51129,"WILSON TOOL INTERNATIONAL, INC",60673-5292,/WTCC-Z190 .563 .750  RT STRIPPER PLATE TO DWG EMACCBP-40S ETCH @@ .563 X .750 + .01 R,4867902,53710_Warehouse Tools & Equipment (EA),Warehouse Tools & Equipment,,Warehouse Tools & Equipment,Non-inventory Item,,Each,09/07/2026
P-AL0006773,3,Top Company : PwrQ Holdings : Allied Power and Control,1800 - Manufacturing Engineering,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/04/2026,,,,2,0,2,145.00,290.00,21076,US,Net 30,51129,"WILSON TOOL INTERNATIONAL, INC",60673-5292,/WTCC-Z190 .563 1.000 RT STRIPPER PLATE TO DWG EMACCBP-40S ETCH @@ .563 X .750 + .01 RT ,4867902,53710_Warehouse Tools & Equipment (EA),Warehouse Tools & Equipment,,Warehouse Tools & Equipment,Non-inventory Item,,Each,09/07/2026
P-AL0006773,4,Top Company : PwrQ Holdings : Allied Power and Control,1800 - Manufacturing Engineering,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/04/2026,,,,2,0,2,145.00,290.00,21076,US,Net 30,51129,"WILSON TOOL INTERNATIONAL, INC",60673-5292,/WTCC-Z190 .438 SQ STRIPPER PLATE TO DWG EMACCBP-40S ETCH @@ .438 + .01 SQ ,4867902,53710_Warehouse Tools & Equipment (EA),Warehouse Tools & Equipment,,Warehouse Tools & Equipment,Non-inventory Item,,Each,09/07/2026
P-AL0006773,5,Top Company : PwrQ Holdings : Allied Power and Control,1800 - Manufacturing Engineering,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/04/2026,,,,2,0,2,145.00,290.00,21076,US,Net 30,51129,"WILSON TOOL INTERNATIONAL, INC",60673-5292,/WTCC-Z190 .281 SQ STRIPPER PLATE TO DWG EMACCBP-40S ETCH @@ .281 + .01 SQ,4867902,53710_Warehouse Tools & Equipment (EA),Warehouse Tools & Equipment,,Warehouse Tools & Equipment,Non-inventory Item,,Each,09/07/2026
P-AL0006773,6,Top Company : PwrQ Holdings : Allied Power and Control,1800 - Manufacturing Engineering,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/04/2026,,,,2,0,2,145.00,290.00,21076,US,Net 30,51129,"WILSON TOOL INTERNATIONAL, INC",60673-5292,/WTCC-Z190 .375 SQ STRIPPER PLATE TO DWG EMACCBP-40S ETCH @@ .375 + .01 SQ,4867902,53710_Warehouse Tools & Equipment (EA),Warehouse Tools & Equipment,,Warehouse Tools & Equipment,Non-inventory Item,,Each,09/07/2026
P-AL0006773,7,Top Company : PwrQ Holdings : Allied Power and Control,1800 - Manufacturing Engineering,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/04/2026,,,,2,0,2,145.00,290.00,21076,US,Net 30,51129,"WILSON TOOL INTERNATIONAL, INC",60673-5292,/WTCC-Z190 .750 SQ STRIPPER PLATE TO DWG EMACCBP-40S ETCH @@ .750 + .01 SQ ,4867902,53710_Warehouse Tools & Equipment (EA),Warehouse Tools & Equipment,,Warehouse Tools & Equipment,Non-inventory Item,,Each,09/07/2026
P-AL0006773,8,Top Company : PwrQ Holdings : Allied Power and Control,1800 - Manufacturing Engineering,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/04/2026,,,,2,0,2,145.00,290.00,21076,US,Net 30,51129,"WILSON TOOL INTERNATIONAL, INC",60673-5292,/WTCC-Z190 .813  SQ STRIPPER PLATE TO DWG EMACCBP-40S ETCH @@ .813 + .01 SQ,4867902,53710_Warehouse Tools & Equipment (EA),Warehouse Tools & Equipment,,Warehouse Tools & Equipment,Non-inventory Item,,Each,09/07/2026
P-AL0006773,9,Top Company : PwrQ Holdings : Allied Power and Control,1800 - Manufacturing Engineering,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/04/2026,,,,2,0,2,145.00,290.00,21076,US,Net 30,51129,"WILSON TOOL INTERNATIONAL, INC",60673-5292,/WTCC-Z190 .201  SQ STRIPPER PLATE TO DWG EMACCBP-40S ETCH @@ .201 + .01 SQ,4867902,53710_Warehouse Tools & Equipment (EA),Warehouse Tools & Equipment,,Warehouse Tools & Equipment,Non-inventory Item,,Each,09/07/2026
P-AL0006773,10,Top Company : PwrQ Holdings : Allied Power and Control,1800 - Manufacturing Engineering,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/04/2026,,,,2,0,2,145.00,290.00,21076,US,Net 30,51129,"WILSON TOOL INTERNATIONAL, INC",60673-5292,/WTCC-Z190 .406  SQ STRIPPER PLATE TO DWG EMACCBP-40S ETCH @@ .406 + .01 SQ ,4867902,53710_Warehouse Tools & Equipment (EA),Warehouse Tools & Equipment,,Warehouse Tools & Equipment,Non-inventory Item,,Each,09/07/2026
P-AL0006773,11,Top Company : PwrQ Holdings : Allied Power and Control,1800 - Manufacturing Engineering,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/04/2026,,,,2,0,2,145.00,290.00,21076,US,Net 30,51129,"WILSON TOOL INTERNATIONAL, INC",60673-5292,/WTCC-Z190 .562 SQ STRIPPER PLATE TO DWG EMACCBP-40S ETCH @@ .562 + .01 SQ ,4867902,53710_Warehouse Tools & Equipment (EA),Warehouse Tools & Equipment,,Warehouse Tools & Equipment,Non-inventory Item,,Each,09/07/2026
P-AL0006773,12,Top Company : PwrQ Holdings : Allied Power and Control,1800 - Manufacturing Engineering,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/04/2026,,,,2,0,2,145.00,290.00,21076,US,Net 30,51129,"WILSON TOOL INTERNATIONAL, INC",60673-5292,/WTCC-Z190 .563 .75 OB STRIPPER PLATE TO DWG EMACCBP-40S ETCH @@ .563 X .750 + .01 OB,4867902,53710_Warehouse Tools & Equipment (EA),Warehouse Tools & Equipment,,Warehouse Tools & Equipment,Non-inventory Item,,Each,09/07/2026
P-AL0006773,13,Top Company : PwrQ Holdings : Allied Power and Control,1800 - Manufacturing Engineering,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/04/2026,,,,2,0,2,145.00,290.00,21076,US,Net 30,51129,"WILSON TOOL INTERNATIONAL, INC",60673-5292,/WTCC-Z190 .438 .563 OB STRIPPER PLATE TO DWG EMACCBP-40S ETCH @@ .438 X .563 + .01 OB,4867902,53710_Warehouse Tools & Equipment (EA),Warehouse Tools & Equipment,,Warehouse Tools & Equipment,Non-inventory Item,,Each,09/07/2026
P-AL0006773,14,Top Company : PwrQ Holdings : Allied Power and Control,1800 - Manufacturing Engineering,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/04/2026,,,,2,0,2,145.00,290.00,21076,US,Net 30,51129,"WILSON TOOL INTERNATIONAL, INC",60673-5292,/WTCC-Z190 .438 .500 OB STRIPPER PLATE TO DWG EMACCBP-40S ETCH @@ .438 X .500 + .01 OB,4867902,53710_Warehouse Tools & Equipment (EA),Warehouse Tools & Equipment,,Warehouse Tools & Equipment,Non-inventory Item,,Each,09/07/2026
P-AL0006773,15,Top Company : PwrQ Holdings : Allied Power and Control,1800 - Manufacturing Engineering,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/04/2026,,,,2,0,2,145.00,290.00,21076,US,Net 30,51129,"WILSON TOOL INTERNATIONAL, INC",60673-5292,/WTCC-Z190 .375 .750 OB STRIPPER PLATE TO DWG EMACCBP-40S ETCH @@ .375 X .750 + .01 OB,4867902,53710_Warehouse Tools & Equipment (EA),Warehouse Tools & Equipment,,Warehouse Tools & Equipment,Non-inventory Item,,Each,09/07/2026
P-AL0006773,16,Top Company : PwrQ Holdings : Allied Power and Control,1800 - Manufacturing Engineering,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/04/2026,,,,2,0,2,145.00,290.00,21076,US,Net 30,51129,"WILSON TOOL INTERNATIONAL, INC",60673-5292,/WTCC-Z190 .375 .625  OB STRIPPER PLATE TO DWG EMACCBP-40S ETCH @@ .375 X .625 + .01 OB,4867902,53710_Warehouse Tools & Equipment (EA),Warehouse Tools & Equipment,,Warehouse Tools & Equipment,Non-inventory Item,,Each,09/07/2026
P-AL0006773,17,Top Company : PwrQ Holdings : Allied Power and Control,1800 - Manufacturing Engineering,7200 Standard Dr,Abdur Rehman Zia,Pending Receipt,09/04/2026,,,,2,0,2,145.00,290.00,21076,US,Net 30,51129,"WILSON TOOL INTERNATIONAL, INC",60673-5292,/WTCC-Z190 .313 .500 OB STRIPPER PLATE TO DWG EMACCBP-40S ETCH @@ .313 X .500 + .01 OB,4867902,53710_Warehouse Tools & Equipment (EA),Warehouse Tools & Equipment,,Warehouse Tools & Equipment,Non-inventory Item,,Each,09/07/2026
